condition_id,layer,operation,site,K,M,N,exact_zero_mass,dense_median_ms,pack_median_ms,kernel_median_ms,pack_kernel_median_ms,kernel_only_speedup,pack_kernel_speedup,sparse_vs_fp32_relative_l2
a7-ol1-kappa-0,0,mlp_w2,h,4096,2048,1024,0.577607274055481,0.0335893077816037,0.025499156481928104,1.2157533398206286,1.2542488281246569,0.02754691390402861,0.026720012632339002,0.0020849119386042547
a7-ol1-kappa-0,0,attention_output_projection,z,1024,2048,1024,0.3045978546142578,0.010732835993198906,0.008165512395941692,0.6095002808507765,0.6176154419695272,0.017647377710840288,0.017261249326608233,0.002064303744016608
a7-ol1-kappa-0,1,qkv_projection,a,1024,2048,3072,0.38028812408447266,0.028072844577741018,0.008193909618924942,1.4233208155330224,1.4461508405862478,0.019722587004420956,0.01943659688054248,0.0023204585739440924
a7-ol1-kappa-0,1,mlp_w1,m,1024,2048,4096,0.36136484146118164,0.0368177659751833,0.008373066436412722,2.6629077949265176,2.674761957438417,0.01381017549073619,0.013770313126651777,0.0023379261363636362
a7-ol1-kappa-0,1,mlp_w2,h,4096,2048,1024,0.8220854997634888,0.03073859583671396,0.02336880671473202,1.0940576706336453,1.1336935459596715,0.028071278673184687,0.027078283062156917,0.002389457092205048
a7-ol1-kappa-0,1,attention_output_projection,z,1024,2048,1024,0.7142982482910156,0.010264762499636875,0.00787649927645378,0.26932764631598743,0.2763026685857061,0.038120071012748426,0.03719159227308846,0.0024010724842728768
a7-ol1-kappa-0,2,qkv_projection,a,1024,2048,3072,0.3905467987060547,0.02800465952004156,0.00820843683135125,1.3821953306755712,1.3967504905116173,0.02028137367329771,0.020051308212269733,0.0023710636036037313
a7-ol1-kappa-0,2,mlp_w1,m,1024,2048,4096,0.3541402816772461,0.03650403163564487,0.00845764096327654,2.6832682293231094,2.697941238485922,0.013579624265012719,0.0135271801242074,0.0023414731061003973
a7-ol1-kappa-0,2,mlp_w2,h,4096,2048,1024,0.8267947435379028,0.030890872471282128,0.023369252501657722,0.9909525423611759,1.0294815429748005,0.031171317998938082,0.030091654457489545,0.0023081759535445614
a7-ol1-kappa-0,2,attention_output_projection,z,1024,2048,1024,0.7118358612060547,0.010258905738462686,0.007840677720375624,0.2651725459575239,0.2737826142592807,0.03870521319184175,0.03747568729752577,0.0023093529763682555
a7-ol1-kappa-0,3,qkv_projection,a,1024,2048,3072,0.42014360427856445,0.02797002824702004,0.008156277643617734,1.3126192051310872,1.3340727187866388,0.02128436308996964,0.020967366749976006,0.0023231442443559323
a7-ol1-kappa-0,3,mlp_w1,m,1024,2048,4096,0.3488469123840332,0.03665005640378074,0.008436599894175454,2.7121066574066406,2.720204847199576,0.013530513691103209,0.013470721969103873,0.0023449813539672577
a7-ol1-kappa-0,3,mlp_w2,h,4096,2048,1024,0.8400143384933472,0.030685683207331175,0.02337933542429532,0.9699500771375161,1.0081330862754287,0.03165869839527863,0.030544414198418395,0.0024264005117065257
a7-ol1-kappa-0,3,attention_output_projection,z,1024,2048,1024,0.8195667266845703,0.010272618886586782,0.007868361835544175,0.20069978829171206,0.20749274439908363,0.05115922665473689,0.04951571581209353,0.0023130830404007137
a7-ol1-kappa-0,4,qkv_projection,a,1024,2048,3072,0.4194355010986328,0.027955748797376494,0.008168576777666465,1.3074349055345031,1.3268778093473208,0.021361450843763757,0.021010910681836945,0.0023330108720682296
a7-ol1-kappa-0,4,mlp_w1,m,1024,2048,4096,0.3431673049926758,0.037052154541015625,0.008367061614990234,2.731196403503418,2.7403461933135986,0.013562147788287654,0.013522644216017368,0.0023196605065363266
a7-ol1-kappa-0,4,mlp_w2,h,4096,2048,1024,0.8544915914535522,0.030506956160242286,0.023305959152410745,0.9635827414495952,0.9998425015902728,0.03153959665739863,0.0305012792171029,0.002377936573682873
a7-ol1-kappa-0,4,attention_output_projection,z,1024,2048,1024,0.7675604820251465,0.010239640722196503,0.007822100587810929,0.22074368702077019,0.22883046668140083,0.04634385974894759,0.044747715943144445,0.0023020319466959854
